"Date/Time (PST)","Battery Voltage  (v) ","Precipitation  ("") ","Relative Humidity  (%) ","Total Snow Depth  ("") ","24 Hour Snow  ("") ","Temperature  (deg F) ","Soil Moisture A  (VWC) ","Soil Moisture B  (VWC) ","Soil Moisture C  (VWC) ","Soil Temperature A  (deg F) ","Soil Temperature B  (deg F) ","Soil Temperature C  (deg F) "
"2022-08-05 07:00:00",16.63,0,36.97,13.31,0.119,50.67,0.509,0.462,0.47,10.53,12.14,12.09
"2022-08-05 06:00:00",16.61,0,37.25,13.58,0.119,45.64,0.509,0.463,0.47,10.82,12.36,12.14
"2022-08-05 05:00:00",16.6,0,50.41,13.29,0.117,43.38,0.509,0.463,0.471,11.16,12.58,12.19
"2022-08-05 04:00:00",16.6,0,61.74,12.66,0.112,41.72,0.509,0.463,0.471,11.51,12.79,12.22
"2022-08-05 03:00:00",16.6,0,85.2,12.95,0.115,40.23,0.51,0.463,0.471,11.9,13,12.25
"2022-08-05 02:00:00",16.59,0,90.9,10.32,0.113,40.43,0.51,0.464,0.472,12.3,13.18,12.27
"2022-08-05 01:00:00",16.58,0,94.5,11.32,0.118,40.19,0.51,0.464,0.472,12.71,13.35,12.27
"2022-08-05 00:00:00",16.59,0,93.7,8.82,0.119,41.48,0.51,0.464,0.473,13.05,13.5,12.26
"2022-08-04 23:00:00",16.59,0,93.9,8.52,0.186,42.87,0.51,0.464,0.473,13.38,13.65,12.26
"2022-08-04 22:00:00",16.58,0,92.6,8.89,0.153,43.8,0.511,0.465,0.473,13.75,13.79,12.26
"2022-08-04 21:00:00",16.58,0,95.4,10.87,0.186,43.19,0.511,0.465,0.474,14.22,13.9,12.24
"2022-08-04 20:00:00",16.57,0,91.6,11.4,0.119,43.91,0.511,0.465,0.474,14.7,13.94,12.23
"2022-08-04 19:00:00",16.55,0,87.2,9.73,0.119,45.85,0.512,0.465,0.475,15.12,13.91,12.23
"2022-08-04 18:00:00",16.53,0,83.3,10.89,0.056,47.52,0.512,0.465,0.475,15.4,13.79,12.22
"2022-08-04 17:00:00",16.52,0,76.86,9.46,-0.065,50.73,0.512,0.466,0.476,15.44,13.63,12.22
"2022-08-04 16:00:00",16.55,0,69.05,9.39,0.068,53.28,0.513,0.466,0.476,15.32,13.43,12.25
"2022-08-04 15:00:00",16.57,0,77.53,10.09,0.069,51.43,0.514,0.466,0.477,14.93,13.22,12.28
"2022-08-04 14:00:00",16.59,0,70.15,146.9,0.001,54.3,0.514,0.467,0.478,14.24,13.07,12.32
"2022-08-04 13:00:00",16.6,0,78.25,11.81,0.064,50.72,0.515,0.467,0.478,13.69,12.98,12.36
"2022-08-04 12:00:00",16.64,0,92.1,8.3,0.055,47.75,0.515,0.468,0.479,13.28,12.95,12.42
"2022-08-04 11:00:00",16.62,0,94.7,9.13,0.053,48.14,0.515,0.468,0.479,12.92,12.98,12.48
"2022-08-04 10:00:00",16.63,0,97.8,8.12,0.119,45.15,0.515,0.468,0.48,12.74,13.03,12.52
"2022-08-04 09:00:00",16.64,0,99.2,9.53,0.119,44.91,0.515,0.468,0.48,12.59,13.12,12.57
"2022-08-04 08:00:00",16.63,0,100,9.43,0.119,43.82,0.515,0.469,0.481,12.55,13.25,12.61
"2022-08-04 07:00:00",16.63,0,100,9.13,0.119,43.73,0.516,0.469,0.481,12.61,13.39,12.65
"2022-08-04 06:00:00",16.61,0,100,8.82,0.186,42.73,0.516,0.469,0.482,12.77,13.55,12.69
"2022-08-04 05:00:00",16.61,0,100,6.984,0.186,42.61,0.516,0.469,0.482,12.95,13.72,12.72
"2022-08-04 04:00:00",16.61,0,99.7,7.686,0.186,43.19,0.517,0.469,0.483,13.16,13.89,12.75
"2022-08-04 03:00:00",16.6,0,100,8.86,0.119,42.6,0.517,0.47,0.484,13.38,14.09,12.76
"2022-08-04 02:00:00",16.6,0,100,7.787,0.186,43.12,0.517,0.47,0.484,13.65,14.29,12.77
"2022-08-04 01:00:00",16.58,0,97.5,6.582,0.186,43.99,0.517,0.471,0.485,14.01,14.5,12.76
"2022-08-04 00:00:00",16.57,0,92.2,7.352,0.119,45.52,0.518,0.471,0.486,14.42,14.7,12.75
"2022-08-03 23:00:00",16.56,0,79.23,9.16,0.119,47.41,0.518,0.471,0.486,14.87,14.89,12.72
"2022-08-03 22:00:00",16.55,0,78.19,9.26,0.119,50.01,0.518,0.471,0.487,15.35,15.07,12.68
"2022-08-03 21:00:00",16.54,0,71.84,8.96,0.053,52.27,0.519,0.472,0.488,15.9,15.21,12.64
"2022-08-03 20:00:00",16.49,0,61.06,9.51,0.055,53.36,0.519,0.472,0.489,16.51,15.29,12.59
"2022-08-03 19:00:00",16.45,0,40.41,12.07,0.069,55.68,0.519,0.473,0.49,17.14,15.28,12.53
"2022-08-03 18:00:00",16.47,0,42.82,9.9,0.069,60.06,0.52,0.473,0.491,17.69,15.15,12.48
"2022-08-03 17:00:00",16.46,0,38.25,8.67,-0.058,64.01,0.52,0.473,0.492,18.08,14.93,12.45
"2022-08-03 16:00:00",16.46,0,29.41,9.64,-0.124,66.56,0.521,0.474,0.494,18.16,14.59,12.45
"2022-08-03 15:00:00",16.47,0,30.49,11.77,-0.126,67.77,0.522,0.474,0.495,17.82,14.19,12.47
"2022-08-03 14:00:00",16.48,0,33.16,9.52,0.006,68.66,0.524,0.475,0.496,16.92,13.79,12.5
"2022-08-03 13:00:00",16.48,0,32.25,8.87,0.01,69.05,0.525,0.475,0.498,15.92,13.47,12.55
"2022-08-03 12:00:00",16.49,0,30.03,9.27,0.077,67.46,0.526,0.476,0.499,15.44,13.19,12.61
"2022-08-03 11:00:00",16.5,0,31.73,10.82,-0.028,66.74,0.526,0.476,0.5,14.26,13.02,12.68
"2022-08-03 10:00:00",16.53,0,27.57,11.83,-0.199,64.95,0.527,0.477,0.502,12.79,13.06,12.75
"2022-08-03 09:00:00",16.56,0,41.35,9.84,-0.108,59.62,0.527,0.477,0.503,12.05,13.23,12.82
"2022-08-03 08:00:00",16.6,0,48.31,11.19,0.123,54.52,0.528,0.477,0.504,12.18,13.43,12.89
"2022-08-03 07:00:00",16.62,0,57.71,9.36,0.12,51.82,0.528,0.478,0.506,12.38,13.63,12.94
"2022-08-03 06:00:00",16.6,0,57.6,9.26,0.119,50.88,0.528,0.478,0.506,12.63,13.85,12.98
"2022-08-03 05:00:00",16.6,0,47.17,10.8,0.119,51.35,0.529,0.478,0.507,12.92,14.08,13.02
"2022-08-03 04:00:00",16.6,0,42.55,11,-0.014,52.04,0.529,0.479,0.508,13.24,14.31,13.04
"2022-08-03 03:00:00",16.6,0,37.16,13.24,0.119,52.08,0.529,0.479,0.508,13.62,14.55,13.06
"2022-08-03 02:00:00",16.6,0,33.4,13.34,0.119,51.65,0.529,0.48,0.51,14.03,14.79,13.06
"2022-08-03 01:00:00",16.6,0,42.06,11.9,0.119,51.08,0.53,0.48,0.51,14.46,15.02,13.05
"2022-08-03 00:00:00",16.6,0,64.65,9.63,0.119,49.83,0.53,0.48,0.511,14.92,15.25,13.03
"2022-08-02 23:00:00",16.57,0,75.84,9.43,0.119,49.31,0.531,0.481,0.512,15.43,15.46,13
"2022-08-02 22:00:00",16.56,0,79.67,10.6,0.119,49.63,0.531,0.481,0.513,15.97,15.65,12.96
"2022-08-02 21:00:00",16.52,0,81.6,9.83,0.119,50.34,0.532,0.482,0.513,16.56,15.8,12.91
"2022-08-02 20:00:00",16.48,0,78.05,144.9,0.056,52.85,0.532,0.482,0.514,17.14,15.88,12.85
"2022-08-02 19:00:00",16.46,0,66.22,8.25,0.069,57.81,0.532,0.482,0.515,17.72,15.88,12.78
"2022-08-02 18:00:00",16.46,0,47.29,10.13,0.07,62.14,0.533,0.483,0.516,18.26,15.78,12.72
"2022-08-02 17:00:00",16.46,0,37.3,8.63,-0.091,65.68,0.534,0.483,0.518,18.68,15.58,12.68
"2022-08-02 16:00:00",16.46,0,30.36,9.46,-0.093,67.13,0.535,0.484,0.519,18.85,15.26,12.68
"2022-08-02 15:00:00",16.47,0,30.74,9.54,-0.13,67.2,0.535,0.484,0.52,18.6,14.87,12.68
"2022-08-02 14:00:00",16.48,0,32.07,10.23,-0.132,68.01,0.537,0.485,0.523,17.8,14.49,12.7
"2022-08-02 13:00:00",16.5,0,33.05,10.5,0.009,67.31,0.537,0.485,0.525,16.86,14.2,12.73
"2022-08-02 12:00:00",16.51,0,35.34,11.38,0.005,65.47,0.538,0.486,0.527,16.48,13.94,12.76
"2022-08-02 11:00:00",16.53,0,38.39,10.86,-0.065,63.21,0.539,0.486,0.529,15.35,13.8,12.82
"2022-08-02 10:00:00",16.55,0,47.98,10.19,-0.133,60.18,0.539,0.487,0.531,13.86,13.85,12.87
"2022-08-02 09:00:00",16.59,0,51.7,10.14,-0.079,55.5,0.539,0.487,0.533,13.16,14.03,12.91
"2022-08-02 08:00:00",16.61,0,52.94,10.1,0.119,51.65,0.539,0.488,0.535,13.39,14.23,12.93
"2022-08-02 07:00:00",16.62,0,64.42,10.53,0.119,49.01,0.539,0.489,0.536,13.7,14.42,12.95
"2022-08-02 06:00:00",16.6,0,70.13,10.36,0.153,47.8,0.54,0.489,0.54,14.06,14.6,12.96
"2022-08-02 05:00:00",16.6,0,90.5,9.89,0.186,47.63,0.54,0.489,0.542,14.43,14.76,12.96
"2022-08-02 04:00:00",16.6,0,96.1,11.8,0.186,48.83,0.541,0.489,0.544,14.79,14.91,12.96
"2022-08-02 03:00:00",16.59,0,99.7,4.106,0.186,50.12,0.541,0.49,0.546,15.07,15.04,12.95
"2022-08-02 02:00:00",16.58,0,100,6.66,0.054,51.12,0.542,0.49,0.548,15.32,15.17,12.93
"2022-08-02 01:00:00",16.55,0,100,1.612,0.122,52.29,0.542,0.491,0.55,15.54,15.3,12.91
"2022-08-02 00:00:00",16.54,0,100,2.034,0.124,53.37,0.543,0.491,0.553,15.76,15.44,12.88
"2022-08-01 23:00:00",16.49,0,100,144.9,0.057,53.92,0.543,0.492,0.557,16.02,15.58,12.84
"2022-08-01 22:00:00",16.47,0,99.4,3.383,0.121,55.06,0.544,0.492,0.565,16.36,15.72,12.8
"2022-08-01 21:00:00",16.46,0,94.6,1.013,0.056,55.7,0.544,0.492,0.572,16.8,15.82,12.75
"2022-08-01 20:00:00",16.45,0,87.8,10.01,0.099,57.59,0.545,0.493,0.58,17.25,15.86,12.69
"2022-08-01 19:00:00",16.44,0,73.1,2.467,0.069,61.38,0.545,0.493,0.592,17.66,15.83,12.65
"2022-08-01 18:00:00",16.43,0,63.97,5.025,0.004,64.77,0.546,0.494,0.598,17.98,15.71,12.58
"2022-08-01 17:00:00",16.44,0,58.93,-2.265,0.01,66.74,0.546,0.494,0.612,18.15,15.54,12.55
"2022-08-01 16:00:00",16.45,0,61.01,1.403,0.008,69.05,0.547,0.494,0.613,18.1,15.32,12.53
"2022-08-01 15:00:00",16.46,0,61.08,3.738,0.002,67.74,0.548,0.495,0.613,18.03,15.11,12.54
"2022-08-01 14:00:00",16.45,0,45.64,8.12,0.002,66.15,0.548,0.496,0.613,17.86,14.8,12.52
"2022-08-01 13:00:00",16.45,0,28.07,6.364,-0.124,72.44,0.549,0.496,0.613,17.12,14.55,12.53
"2022-08-01 12:00:00",16.47,0,29.47,7.634,0.01,71.35,0.55,0.497,0.613,16.69,14.33,12.56
"2022-08-01 11:00:00",16.48,0,41.25,4.843,-0.193,68.47,0.55,0.497,0.613,15.81,14.2,12.59
"2022-08-01 10:00:00",16.5,0,47.29,144.8,-0.132,66.96,0.551,0.498,0.613,14.82,14.21,12.65
"2022-08-01 09:00:00",16.49,0,39.33,281.8,-0.099,66.02,0.551,0.498,0.613,14.28,14.32,12.68
"2022-08-01 08:00:00",16.51,0,57.57,5.779,0.136,62.11,0.551,0.499,0.613,14.33,14.46,12.72
"2022-08-01 07:00:00",16.51,0,60.33,5.597,0.067,60.54,0.552,0.5,0.613,14.48,14.61,12.74
"2022-08-01 06:00:00",16.5,0,57.45,3.538,0.064,60.55,0.552,0.5,0.613,14.69,14.76,12.75
"2022-08-01 05:00:00",16.5,0,55.14,3.601,0.068,61.56,0.552,0.502,0.613,14.94,14.92,12.77
"2022-08-01 04:00:00",16.49,0,55.2,2.467,0.069,61.99,0.553,0.503,0.613,15.21,15.08,12.77
"2022-08-01 03:00:00",16.49,0,51.36,3.069,0.069,63.31,0.553,0.504,0.613,15.51,15.23,12.74
"2022-08-01 02:00:00",16.48,0,48.24,7.451,0.069,64.32,0.554,0.505,0.613,15.8,15.4,12.69
"2022-08-01 01:00:00",16.48,0,50.59,2.066,0.069,64.85,0.554,0.507,0.613,16.13,15.59,12.64
"2022-08-01 00:00:00",16.47,0,50.68,4.34,0.069,65.37,0.554,0.508,0.613,16.53,15.76,12.55
"2022-07-31 23:00:00",16.46,0,44.06,145.4,0.069,64.66,0.555,0.509,0.613,17,15.94,12.47
"2022-07-31 22:00:00",16.45,0,40.62,4.14,0.069,67.15,0.555,0.51,0.613,17.52,16.09,12.38
"2022-07-31 21:00:00",16.43,0,45.23,281.9,0.069,66.86,0.555,0.511,0.613,18.06,16.21,12.3
"2022-07-31 20:00:00",16.39,0,49.66,3.203,0.069,65.43,0.555,0.512,0.614,18.62,16.27,12.23
"2022-07-31 19:00:00",16.33,0,49.15,4.209,0.002,69.98,0.555,0.511,0.614,19.13,16.24,12.16
"2022-07-31 18:00:00",16.32,0,43.49,4.892,0.01,75.16,0.554,0.508,0.614,19.61,16.13,12.13
"2022-07-31 17:00:00",16.33,0,39.45,-3.335,-0.124,79.48,0.552,0.503,0.613,19.96,15.91,12.17
"2022-07-31 16:00:00",16.34,0,38.25,-3.235,-0.124,80.4,0.551,0.499,0.613,20.05,15.57,12.29
"2022-07-31 15:00:00",16.35,0,36.72,-2.666,-0.258,80.6,0.552,0.499,0.613,19.71,15.1,12.36
"2022-07-31 14:00:00",16.38,0,38.22,-2.432,-0.09,80.9,0.553,0.5,0.613,18.85,14.64,12.43
"2022-07-31 13:00:00",16.4,0,32.16,-1.094,-0.124,78.57,0.554,0.501,0.613,17.77,14.26,12.51
"2022-07-31 12:00:00",16.42,0,28.94,2.484,0.01,77.62,0.555,0.503,0.613,17.17,13.9,12.6
"2022-07-31 11:00:00",16.42,0,22.2,5.494,-0.191,76.98,0.556,0.507,0.613,15.87,13.65,12.69
"2022-07-31 10:00:00",16.41,0,21.06,7.464,-0.258,75.07,0.557,0.508,0.613,14.24,13.62,12.78
"2022-07-31 09:00:00",16.41,0,19.52,7.719,-0.199,76.39,0.557,0.509,0.613,13.35,13.74,12.85
"2022-07-31 08:00:00",16.48,0,16.6,9.86,0.002,70.74,0.558,0.51,0.613,13.44,13.88,12.88
"2022-07-31 07:00:00",16.5,0,16.1,11.26,0.069,68.43,0.558,0.511,0.613,13.63,14.02,12.91
"2022-07-31 06:00:00",16.49,0,18.82,11.43,0.002,65.15,0.559,0.512,0.614,13.9,14.14,12.89
"2022-07-31 05:00:00",16.49,0,17.13,11.3,-0.065,64.34,0.56,0.513,0.614,14.2,14.25,12.85
"2022-07-31 04:00:00",16.49,0,27.02,11.26,0.068,63.52,0.561,0.515,0.614,14.53,14.34,12.78
"2022-07-31 03:00:00",16.48,0,29.45,9.46,0.069,63.63,0.564,0.519,0.614,14.86,14.41,12.68
"2022-07-31 02:00:00",16.48,0,34.15,8.19,0.069,64.01,0.568,0.525,0.614,15.22,14.47,12.56
"2022-07-31 01:00:00",16.48,0,35.77,7.217,0.035,64.94,0.568,0.534,0.614,15.62,14.52,12.42
"2022-07-31 00:00:00",16.48,0,36.43,4.24,0.069,65.9,0.568,0.546,0.615,16.06,14.54,12.26
"2022-07-30 23:00:00",16.47,0,29.58,9.19,-0.032,66.07,0.567,0.561,0.615,16.56,14.52,12.09
"2022-07-30 22:00:00",16.46,0,34.3,5.076,0.069,66.19,0.567,0.562,0.615,17.1,14.53,11.92
"2022-07-30 21:00:00",16.43,0,48.65,0.694,0.069,65.65,0.567,0.562,0.615,17.68,14.5,11.75
"2022-07-30 20:00:00",16.39,0,48.66,-2.383,0.069,66.58,0.567,0.562,0.615,18.29,14.45,11.61
"2022-07-30 19:00:00",16.33,0,43.02,1.734,-0.065,70.95,0.567,0.562,0.615,18.87,14.36,11.49
"2022-07-30 18:00:00",16.29,0,39.47,1.079,0.01,75.28,0.566,0.562,0.615,19.42,14.26,11.43
"2022-07-30 17:00:00",16.32,0,32.18,-4.338,-0.124,80.4,0.565,0.562,0.615,19.82,14.19,11.43
"2022-07-30 16:00:00",16.35,0,29.42,-2.532,-0.191,82.1,0.565,0.562,0.615,19.89,14.18,11.47
"2022-07-30 15:00:00",16.37,0,28.92,-3.168,-0.258,82.4,0.563,0.562,0.615,19.5,14.15,11.56
"2022-07-30 14:00:00",16.39,0,32.9,-2.967,-0.191,81.1,0.562,0.557,0.615,18.68,14.08,11.68
"2022-07-30 13:00:00",16.44,0,33.71,-2.8,0.01,79.79,0.559,0.52,0.614,17.72,13.94,11.81
"2022-07-30 12:00:00",16.44,0,34.47,-1.328,0.077,77.59,0.559,0.514,0.614,17.16,13.66,11.93
"2022-07-30 11:00:00",16.47,0,34.41,29.71,-0.157,78.06,0.56,0.515,0.614,15.8,13.45,12
"2022-07-30 10:00:00",16.47,0,34.81,-0.98,-0.194,73.17,0.573,0.517,0.615,14.1,13.47,12.08
"2022-07-30 09:00:00",16.46,0,36.44,-0.309,0.002,72.55,0.578,0.522,0.615,13.19,13.62,12.16
"2022-07-30 08:00:00",16.48,0,39.52,-0.844,0.002,69.1,0.579,0.526,0.615,13.25,13.8,12.23
"2022-07-30 07:00:00",16.5,0,42.34,1.765,0.069,66,0.579,0.53,0.615,13.42,13.98,12.3
"2022-07-30 06:00:00",16.5,0,43.2,282.2,0.069,64.9,0.58,0.538,0.615,13.66,14.15,12.35
"2022-07-30 05:00:00",16.48,0,40.92,6.648,-0.132,64.61,0.58,0.547,0.615,13.96,14.29,12.4
"2022-07-30 04:00:00",16.48,0,43.85,282.7,0.069,65.22,0.581,0.56,0.615,14.27,14.39,12.43
"2022-07-30 03:00:00",16.46,0,36.63,1.196,0.069,65.69,0.581,0.563,0.615,14.62,14.52,12.44
"2022-07-30 02:00:00",16.45,0,38.73,6.548,0.069,65.32,0.582,0.564,0.615,15,14.68,12.43
"2022-07-30 01:00:00",16.45,0,43.15,282.3,0.069,65.62,0.582,0.564,0.616,15.42,14.81,12.39
"2022-07-30 00:00:00",16.46,0,49.09,282.3,0.069,64.77,0.582,0.564,0.616,15.86,14.93,12.31
"2022-07-29 23:00:00",16.46,0,50.97,141.5,0.069,65.92,0.583,0.564,0.616,16.34,15,12.19
"2022-07-29 22:00:00",16.45,0,59.85,-1.179,0.069,66.41,0.584,0.565,0.616,16.86,15.02,12.04
"2022-07-29 21:00:00",16.43,0,51.52,140.8,0.035,69.95,0.584,0.565,0.616,17.45,14.96,11.85
"2022-07-29 20:00:00",16.39,0,56.52,-1.513,0.002,68.14,0.585,0.565,0.616,18.09,14.82,11.64
"2022-07-29 19:00:00",16.33,0,50.21,-0.869,-0.064,71.03,0.585,0.565,0.616,18.69,14.5,11.38
"2022-07-29 18:00:00",16.3,0,54.35,-2.098,0.01,73.97,0.586,0.566,0.617,19.2,14.03,11.11
"2022-07-29 17:00:00",16.31,0,51.89,-2.9,0.01,78.49,0.586,0.565,0.616,19.54,13.46,10.87
"2022-07-29 16:00:00",16.32,0,51.97,-2.934,-0.124,80.2,0.586,0.566,0.617,19.5,12.92,10.71
"2022-07-29 15:00:00",16.34,0,50.29,-2.499,-0.124,81.7,0.586,0.566,0.617,19.01,12.58,10.67
"2022-07-29 14:00:00",16.37,0,49.69,-2.8,-0.124,78.86,0.584,0.565,0.616,18.2,12.4,10.7
"2022-07-29 13:00:00",16.37,0,43.69,-4.037,0.01,79.22,0.584,0.565,0.616,17.19,12.29,10.78
"2022-07-29 12:00:00",16.38,0,38.26,-3.235,0.01,79.26,0.583,0.564,0.616,16.58,12.21,10.87
"2022-07-29 11:00:00",16.4,0,23.76,-2.466,-0.258,81.2,0.582,0.564,0.616,15.2,12.18,10.97
"2022-07-29 10:00:00",16.42,0,20.52,-0.392,-0.325,81.5,0.582,0.564,0.616,13.52,12.26,11.09
"2022-07-29 09:00:00",16.41,0,25.36,-0.626,-0.124,78.33,0.582,0.564,0.616,12.58,12.41,11.2
"2022-07-29 08:00:00",16.45,0,28.14,-2.139,0.142,76.31,0.582,0.564,0.616,12.58,12.58,11.29
"2022-07-29 07:00:00",16.48,0,25.44,1.832,-0.065,73.58,0.581,0.564,0.616,12.7,12.78,11.39
"2022-07-29 06:00:00",16.47,0,24.25,3.036,-0.065,71.59,0.582,0.564,0.616,12.9,13,11.5
"2022-07-29 05:00:00",16.47,0,24.98,3.906,-0.065,71.18,0.582,0.564,0.616,13.13,13.22,11.61
"2022-07-29 04:00:00",16.47,0,27.36,2.467,0.002,71.19,0.583,0.564,0.616,13.38,13.42,11.71
"2022-07-29 03:00:00",16.47,0,28.92,0.427,0.002,71.43,0.585,0.564,0.616,13.65,13.64,11.82
"2022-07-29 02:00:00",16.46,0,31.77,0.995,0.002,71.51,0.584,0.564,0.616,13.95,13.88,11.93
"2022-07-29 01:00:00",16.46,0,34.11,0.828,0.002,71.49,0.584,0.564,0.616,14.29,14.16,12.04
"2022-07-29 00:00:00",16.45,0,26.1,2.233,0.069,71.34,0.584,0.564,0.616,14.67,14.46,12.16
"2022-07-28 23:00:00",16.45,0,34.34,-0.811,0.002,71.96,0.584,0.564,0.616,15.09,14.75,12.28
"2022-07-28 22:00:00",16.43,0,35.99,-1.614,0.002,71.11,0.584,0.565,0.616,15.53,15.04,12.38
"2022-07-28 21:00:00",16.4,0,39.14,-1.045,0.002,71.22,0.584,0.565,0.616,15.98,15.27,12.44
"2022-07-28 20:00:00",16.36,0,46.94,-2.316,0.002,72.03,0.585,0.566,0.616,16.42,15.43,12.4
"2022-07-28 19:00:00",16.34,0,38.39,-1.051,0.006,74.91,0.585,0.566,0.616,16.83,15.47,12.23
"2022-07-28 18:00:00",16.33,0,26.27,0.143,-0.124,77.59,0.586,0.567,0.617,17.11,15.24,11.88
"2022-07-28 17:00:00",16.32,0,45.6,-6.311,0.01,78.33,0.586,0.568,0.617,17.4,14.69,11.34
"2022-07-28 16:00:00",16.32,0,49.84,-3.602,0.01,78.53,0.586,0.569,0.617,17.57,13.75,10.68
"2022-07-28 15:00:00",16.34,0,42.8,-4.438,-0.258,81.3,0.586,0.569,0.618,17.37,12.6,10.1
"2022-07-28 14:00:00",16.35,0,40,-4.137,-0.191,80.9,0.587,0.567,0.618,17.05,11.65,9.78
"2022-07-28 13:00:00",16.38,0,29.1,26.2,-0.124,82.9,0.587,0.565,0.618,16.1,11.17,9.72
"2022-07-28 12:00:00",16.39,0,31.59,-3.836,0.01,81.1,0.586,0.566,0.618,15.53,11.01,9.76
"2022-07-28 11:00:00",16.41,0,25.32,-1.395,-0.258,80.4,0.585,0.565,0.617,14.14,10.93,9.86
"2022-07-28 10:00:00",16.42,0,25.48,-2.098,-0.258,81.8,0.584,0.565,0.617,12.41,10.96,9.96
"2022-07-28 09:00:00",16.42,0,30.13,-1.706,-0.125,77.74,0.584,0.565,0.618,11.42,11.06,10.06
"2022-07-28 08:00:00",16.47,0,28.09,-1.161,0.005,75.06,0.587,0.566,0.618,11.36,11.16,10.15
"2022-07-28 07:00:00",16.5,0,24.73,-0.309,0.002,72.75,0.587,0.565,0.617,11.4,11.27,10.24
"2022-07-28 06:00:00",16.5,0,25.36,1.397,0.069,70.3,0.587,0.565,0.618,11.5,11.39,10.32
"2022-07-28 05:00:00",16.49,0,26.75,1.631,0.069,68.47,0.587,0.565,0.617,11.64,11.51,10.41
"2022-07-28 04:00:00",16.49,0,28.98,0.561,0.069,68.53,0.587,0.565,0.617,11.79,11.63,10.5
"2022-07-28 03:00:00",16.49,0,29.99,2.133,0.069,69.79,0.587,0.565,0.617,11.94,11.76,10.6
"2022-07-28 02:00:00",16.49,0,35.33,0.226,0.069,68.22,0.586,0.565,0.617,12.12,11.89,10.71
"2022-07-28 01:00:00",16.48,0,34.84,-0.811,0.069,68.86,0.586,0.565,0.617,12.3,12.03,10.83
"2022-07-28 00:00:00",16.48,0,39.87,-0.309,0.069,67.71,0.586,0.566,0.617,12.49,12.16,10.94
"2022-07-27 23:00:00",16.47,0,43.25,1.062,0.069,67.89,0.586,0.566,0.617,12.71,12.32,11.05
"2022-07-27 22:00:00",16.46,0,42.98,282.1,0.069,67.44,0.586,0.566,0.617,12.95,12.53,11.15
"2022-07-27 21:00:00",16.43,0,61.29,-0.677,0.069,68.07,0.586,0.567,0.617,13.19,12.77,11.24
"2022-07-27 20:00:00",16.4,0,60.66,-2.483,0.002,69.08,0.586,0.567,0.617,13.39,13.05,11.31
"2022-07-27 19:00:00",16.36,0,46.59,-2.633,-0.029,70.77,0.586,0.568,0.617,13.66,13.36,11.3
"2022-07-27 18:00:00",16.35,0,57.76,-2.8,-0.124,73.01,0.585,0.569,0.618,14.21,13.74,11.2
"2022-07-27 17:00:00",16.35,0,55.46,-4.071,-0.191,76.59,0.585,0.57,0.618,15.01,13.83,10.9
"2022-07-27 16:00:00",16.34,0,52.06,-4.004,-0.124,79.23,0.586,0.57,0.619,15.59,13.37,10.34
"2022-07-27 15:00:00",16.37,0,50.58,-3.904,-0.124,80,0.587,0.571,0.619,15.37,12.3,9.57
"2022-07-27 14:00:00",16.39,0,45.9,-3.101,-0.391,79.73,0.587,0.572,0.619,14.36,11,8.81
"2022-07-27 13:00:00",16.42,0,40.24,-4.305,-0.325,79.17,0.588,0.571,0.619,14.17,9.91,8.39
"2022-07-27 12:00:00",16.43,0,39.27,-3.268,0.144,77.11,0.589,0.57,0.619,14.14,9.33,8.32
"2022-07-27 11:00:00",16.44,0,38.27,-2.733,0.144,74.16,0.588,0.569,0.619,12.8,9.21,8.37
"2022-07-27 10:00:00",16.43,0,34.95,-2.065,-0.392,76.01,0.588,0.568,0.619,11,9.24,8.47
"2022-07-27 09:00:00",16.46,0,36.51,-1.139,-0.164,73.85,0.588,0.568,0.619,9.96,9.32,8.56
"2022-07-27 08:00:00",16.47,0,44.98,-2.45,0.303,70.73,0.588,0.568,0.619,9.88,9.43,8.66
"2022-07-27 07:00:00",16.52,0,42.5,-1.681,0.269,66.83,0.587,0.567,0.619,9.87,9.55,8.76
"2022-07-27 06:00:00",16.49,0,44.13,-1.179,0.269,65.99,0.587,0.567,0.619,9.94,9.66,8.84
"2022-07-27 05:00:00",16.48,0,44.38,-0.945,0.269,63.42,0.587,0.567,0.619,10.06,9.74,8.92
"2022-07-27 04:00:00",16.48,0,45.22,-0.577,0.269,64.43,0.587,0.567,0.619,10.18,9.83,9
"2022-07-27 03:00:00",16.48,0,40.68,-1.212,0.269,64.24,0.587,0.567,0.619,10.32,9.91,9.09
"2022-07-27 02:00:00",16.48,0,41.63,282,0.269,64.76,0.587,0.568,0.618,10.48,10.01,9.18
"2022-07-27 01:00:00",16.48,0,42.16,-0.811,0.269,65.92,0.587,0.568,0.618,10.66,10.11,9.28
"2022-07-27 00:00:00",16.47,0,40.07,0.393,0.269,66.57,0.586,0.568,0.618,10.87,10.23,9.4
"2022-07-26 23:00:00",16.46,0,39.24,-1.547,0.269,66.49,0.586,0.568,0.618,11.08,10.38,9.51
"2022-07-26 22:00:00",16.44,0,41.57,-1.814,0.269,67.31,0.586,0.569,0.618,11.26,10.54,9.61
"2022-07-26 21:00:00",16.41,0,46.1,281.9,0.269,67.61,0.586,0.569,0.618,11.35,10.73,9.67
"2022-07-26 20:00:00",16.37,0,57.46,-1.881,0.269,68.25,0.585,0.571,0.619,11.35,11.02,9.73
